id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32251,23,blue-collar,married,primary,no,1158,yes,no,cellular,16,apr,743,1,-1,0,unknown,0
2725,57,blue-collar,married,primary,no,1352,yes,no,unknown,13,may,104,2,-1,0,unknown,0
32874,32,services,divorced,secondary,no,453,yes,no,cellular,17,apr,329,1,150,2,failure,0
31747,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,1
5611,37,technician,single,tertiary,no,876,yes,no,unknown,23,may,213,4,-1,0,unknown,0
9534,33,entrepreneur,single,tertiary,no,327,yes,yes,unknown,6,jun,562,2,-1,0,unknown,0
28618,39,management,single,tertiary,no,4023,yes,no,cellular,29,jan,126,2,238,8,other,0
19120,42,technician,married,tertiary,no,921,no,no,cellular,5,aug,531,3,-1,0,unknown,1
32099,35,services,divorced,tertiary,no,877,yes,no,cellular,15,apr,61,3,-1,0,unknown,0
7993,43,management,single,secondary,no,1029,yes,no,unknown,2,jun,145,1,-1,0,unknown,0
43965,32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883,1,674,4,failure,0
31423,57,management,divorced,unknown,no,0,no,no,cellular,27,mar,102,1,-1,0,unknown,0
40707,37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success,1
1052,41,blue-collar,married,secondary,no,-15,yes,no,unknown,7,may,169,2,-1,0,unknown,0
35132,42,blue-collar,married,primary,no,2111,yes,no,cellular,7,may,86,2,-1,0,unknown,0
36171,40,blue-collar,married,primary,no,98,yes,no,cellular,11,may,240,2,343,5,failure,0
42044,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown,1
26488,34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,197,2,-1,0,unknown,0
10210,60,housemaid,married,secondary,no,3587,no,no,unknown,11,jun,133,2,-1,0,unknown,0
22961,53,technician,married,secondary,no,206,no,no,cellular,26,aug,87,6,-1,0,unknown,0
31476,32,services,single,tertiary,no,1743,yes,no,cellular,1,apr,1156,1,261,3,other,0
30544,48,admin.,married,secondary,no,191,yes,no,cellular,5,feb,238,3,-1,0,unknown,0
3977,55,blue-collar,married,primary,no,-268,yes,no,unknown,16,may,160,6,-1,0,unknown,0
9672,36,self-employed,married,secondary,no,1245,yes,no,unknown,6,jun,1469,9,-1,0,unknown,1
4367,45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,0
26466,36,management,married,tertiary,no,0,yes,no,cellular,20,nov,139,1,-1,0,unknown,0
34364,34,blue-collar,married,secondary,no,315,no,no,cellular,4,may,76,4,89,3,success,0
39142,44,admin.,married,secondary,no,429,yes,yes,cellular,18,may,35,3,349,32,failure,0
30812,48,unemployed,single,unknown,no,11298,yes,no,cellular,9,feb,97,2,-1,0,unknown,0
20426,33,management,divorced,tertiary,no,-336,no,no,cellular,12,aug,75,2,-1,0,unknown,0
24898,42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure,0
39591,43,management,married,tertiary,no,228,yes,no,cellular,26,may,55,1,113,1,failure,0
7574,41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,may,96,2,-1,0,unknown,0
41545,30,management,single,tertiary,no,440,yes,no,cellular,11,sep,129,2,-1,0,unknown,0
7167,54,technician,married,secondary,no,-939,yes,no,unknown,29,may,202,1,-1,0,unknown,0
21790,53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,unknown,0
1873,46,blue-collar,married,primary,no,1726,yes,yes,unknown,9,may,195,1,-1,0,unknown,0
30048,49,unemployed,married,tertiary,no,0,yes,no,cellular,4,feb,772,2,-1,0,unknown,0
32093,34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,0
25803,31,admin.,single,tertiary,no,2004,no,no,cellular,19,nov,117,1,-1,0,unknown,0
17850,58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,0
40317,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,0
10980,36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,-1,0,unknown,0
27027,35,unemployed,married,secondary,yes,1054,yes,yes,cellular,21,nov,106,1,-1,0,unknown,0
3690,28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,0
25121,50,self-employed,single,tertiary,no,21,yes,no,cellular,18,nov,157,1,188,1,failure,0
33770,45,unemployed,married,secondary,no,383,no,no,cellular,23,apr,293,1,-1,0,unknown,0
18248,30,admin.,single,secondary,no,394,yes,yes,cellular,31,jul,75,3,-1,0,unknown,0
35867,40,services,married,unknown,no,-516,yes,no,cellular,8,may,272,1,364,2,failure,0
17129,40,management,divorced,tertiary,no,96,yes,no,cellular,25,jul,188,14,-1,0,unknown,0
38633,36,admin.,single,secondary,no,185,yes,no,cellular,15,may,61,4,371,5,other,0
6914,51,services,divorced,secondary,no,-245,yes,yes,unknown,28,may,612,2,-1,0,unknown,0
18966,53,management,married,tertiary,no,2578,no,no,cellular,4,aug,958,2,-1,0,unknown,0
14478,36,blue-collar,married,primary,no,223,yes,no,unknown,14,jul,12,3,-1,0,unknown,0
26086,31,self-employed,single,tertiary,no,217,no,no,cellular,19,nov,501,4,-1,0,unknown,0
6969,22,blue-collar,single,primary,no,3198,yes,no,unknown,28,may,109,2,-1,0,unknown,0
31895,36,management,married,tertiary,no,1198,yes,no,cellular,9,apr,278,3,-1,0,unknown,0
18753,56,technician,married,tertiary,yes,-736,no,no,cellular,31,jul,258,8,-1,0,unknown,0
749,37,blue-collar,single,secondary,no,88,yes,no,unknown,6,may,128,2,-1,0,unknown,0
40734,41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,1
17601,54,management,divorced,tertiary,no,1692,yes,no,cellular,29,jul,299,5,-1,0,unknown,0
31036,40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,2,-1,0,unknown,1
30485,42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,0
20629,31,management,divorced,tertiary,no,297,no,no,cellular,12,aug,127,1,-1,0,unknown,0
8650,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,0
21682,39,management,married,tertiary,no,1373,no,no,cellular,19,aug,386,2,-1,0,unknown,0
1567,51,blue-collar,married,primary,no,202,yes,no,unknown,8,may,200,2,-1,0,unknown,0
9866,38,management,married,secondary,no,-323,yes,no,unknown,9,jun,250,1,-1,0,unknown,0
38872,33,entrepreneur,married,tertiary,no,964,yes,no,cellular,18,may,97,1,180,3,failure,0
8689,49,blue-collar,married,primary,no,387,yes,yes,unknown,3,jun,67,5,-1,0,unknown,0
21371,61,retired,married,primary,no,0,yes,yes,telephone,18,aug,280,13,-1,0,unknown,0
28456,46,blue-collar,married,secondary,no,-3,yes,no,cellular,29,jan,79,2,265,2,failure,0
33594,46,admin.,single,secondary,no,596,yes,no,cellular,20,apr,138,3,-1,0,unknown,0
32800,45,blue-collar,married,primary,no,2348,yes,no,cellular,17,apr,492,1,148,1,other,0
30574,39,management,single,tertiary,no,0,yes,no,cellular,6,feb,13,8,9,2,other,0
12407,24,management,single,secondary,no,653,yes,no,unknown,27,jun,247,3,-1,0,unknown,0
28798,27,technician,single,tertiary,no,149,no,yes,cellular,30,jan,283,1,-1,0,unknown,0
10423,38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,0
6726,26,technician,married,secondary,no,876,yes,no,unknown,28,may,713,1,-1,0,unknown,0
7082,40,admin.,married,unknown,no,3557,yes,no,unknown,29,may,332,1,-1,0,unknown,0
1994,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown,0
40948,74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,1
10496,48,housemaid,married,primary,no,5908,no,no,unknown,16,jun,192,4,-1,0,unknown,0
17027,28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,0
4964,33,technician,married,primary,no,5,no,no,unknown,21,may,57,2,-1,0,unknown,0
38329,32,services,single,secondary,no,1987,yes,no,telephone,15,may,36,2,176,2,failure,0
42104,39,technician,married,tertiary,no,508,no,no,cellular,2,nov,154,3,-1,0,unknown,0
19431,34,management,single,tertiary,no,2576,yes,yes,cellular,6,aug,236,4,-1,0,unknown,0
16860,28,housemaid,married,secondary,no,15,yes,no,telephone,25,jul,133,7,-1,0,unknown,0
25262,46,management,married,primary,no,1267,yes,yes,cellular,18,nov,187,2,-1,0,unknown,0
35010,29,blue-collar,single,secondary,no,114,yes,no,cellular,6,may,500,1,-1,0,unknown,0
25048,44,technician,married,secondary,no,1901,no,no,cellular,18,nov,143,3,104,2,failure,0
3207,46,services,married,secondary,no,3269,yes,no,unknown,15,may,366,1,-1,0,unknown,0
20746,36,management,divorced,tertiary,no,59,no,no,cellular,13,aug,526,2,-1,0,unknown,1
18287,49,retired,divorced,secondary,no,224,no,yes,cellular,31,jul,79,4,-1,0,unknown,0
33253,33,technician,single,secondary,no,4240,yes,no,cellular,20,apr,508,1,-1,0,unknown,0
11725,40,unemployed,married,tertiary,no,2135,yes,no,unknown,20,jun,95,1,-1,0,unknown,0
30441,54,technician,married,secondary,no,0,no,no,telephone,5,feb,744,3,-1,0,unknown,1
663,33,admin.,single,secondary,no,101,yes,no,unknown,6,may,392,1,-1,0,unknown,0
30854,33,technician,married,tertiary,no,79,yes,yes,cellular,9,feb,390,8,-1,0,unknown,0
34794,41,blue-collar,married,secondary,no,13,yes,no,cellular,6,may,106,1,-1,0,unknown,0
14742,44,management,married,tertiary,no,764,no,yes,cellular,15,jul,97,5,-1,0,unknown,0
26197,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,142,2,174,2,failure,0
3574,36,blue-collar,married,secondary,no,412,yes,no,unknown,15,may,244,2,-1,0,unknown,0
30754,55,blue-collar,married,secondary,no,-157,no,no,cellular,6,feb,354,5,-1,0,unknown,0
3160,43,technician,single,secondary,no,0,yes,no,unknown,14,may,37,3,-1,0,unknown,0
42696,20,student,single,unknown,no,167,no,no,cellular,18,jan,237,1,-1,0,unknown,0
33739,34,management,married,tertiary,no,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,0
34118,41,admin.,married,primary,no,1316,yes,no,cellular,30,apr,127,3,-1,0,unknown,0
5536,40,services,single,secondary,yes,-306,yes,no,unknown,23,may,253,1,-1,0,unknown,0
6432,31,management,married,tertiary,no,22867,yes,no,unknown,27,may,241,2,-1,0,unknown,0
30036,59,retired,divorced,secondary,no,479,no,no,cellular,4,feb,37,5,-1,0,unknown,0
28917,29,admin.,single,secondary,no,124,no,no,cellular,2,feb,94,1,5,2,other,0
12931,25,services,single,secondary,no,402,no,yes,cellular,7,jul,264,1,-1,0,unknown,0
5735,38,services,married,secondary,no,25,yes,yes,unknown,26,may,266,3,-1,0,unknown,0
15614,36,blue-collar,divorced,secondary,no,-158,yes,no,cellular,21,jul,42,6,-1,0,unknown,0
33228,33,blue-collar,married,primary,no,2861,yes,no,cellular,20,apr,128,3,-1,0,unknown,0
35954,45,management,divorced,tertiary,no,2237,yes,no,cellular,8,may,128,3,322,2,failure,0
922,41,technician,married,secondary,no,169,yes,no,unknown,7,may,296,2,-1,0,unknown,0
7287,37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,153,1,-1,0,unknown,0
44352,39,entrepreneur,married,secondary,no,689,no,no,cellular,30,jul,240,3,-1,0,unknown,0
34499,26,management,married,tertiary,no,784,yes,yes,cellular,5,may,247,2,358,2,failure,0
95,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,0
12782,26,services,married,secondary,no,-236,yes,yes,cellular,7,jul,459,1,-1,0,unknown,0
3985,30,services,single,secondary,no,442,yes,no,unknown,16,may,283,3,-1,0,unknown,0
14980,38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,unknown,0
42662,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,1
4098,40,blue-collar,married,primary,no,3736,yes,no,unknown,19,may,29,3,-1,0,unknown,0
42018,30,management,single,tertiary,no,16935,no,no,cellular,28,oct,108,1,-1,0,unknown,0
5501,30,management,single,tertiary,no,6,yes,no,unknown,23,may,274,2,-1,0,unknown,0
37485,37,admin.,married,secondary,no,68,yes,yes,cellular,13,may,151,2,351,1,failure,0
38994,35,admin.,single,secondary,no,57,yes,no,cellular,18,may,173,1,-1,0,unknown,0
39100,29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,unknown,1
40773,32,technician,divorced,secondary,no,0,yes,no,cellular,10,aug,540,2,-1,0,unknown,0
8754,23,student,single,secondary,no,4409,yes,no,unknown,4,jun,299,1,-1,0,unknown,0
6256,52,technician,divorced,secondary,no,388,yes,yes,unknown,27,may,139,1,-1,0,unknown,0
16909,57,entrepreneur,married,secondary,yes,-525,no,yes,cellular,25,jul,337,1,-1,0,unknown,0
15064,33,blue-collar,married,secondary,no,-260,yes,yes,cellular,17,jul,224,2,-1,0,unknown,0
37231,37,management,married,tertiary,no,1852,no,no,cellular,13,may,117,2,370,1,failure,0
41572,47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,1
14038,27,services,single,secondary,no,70,yes,no,cellular,11,jul,170,1,-1,0,unknown,0
34709,31,admin.,single,secondary,no,140,yes,yes,cellular,5,may,111,1,-1,0,unknown,0
15887,25,services,single,secondary,no,79,no,yes,cellular,21,jul,24,28,-1,0,unknown,0
30856,27,blue-collar,married,secondary,no,556,yes,no,cellular,9,feb,11,7,-1,0,unknown,0
45158,52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,3,92,7,failure,1
44460,29,admin.,single,tertiary,no,-197,no,no,unknown,6,aug,47,1,-1,0,unknown,0
631,56,admin.,divorced,unknown,no,4246,yes,no,unknown,6,may,304,2,-1,0,unknown,0
29622,36,management,married,tertiary,no,618,no,no,cellular,3,feb,280,2,-1,0,unknown,0
44274,30,student,single,tertiary,no,3026,no,no,cellular,23,jul,251,1,535,1,failure,1
25651,56,retired,single,tertiary,no,352,no,no,cellular,19,nov,198,1,-1,0,unknown,0
16119,29,management,single,secondary,no,0,yes,no,cellular,22,jul,403,7,-1,0,unknown,0
20869,30,management,single,tertiary,no,756,no,no,cellular,13,aug,321,4,-1,0,unknown,0
44922,42,technician,married,secondary,no,2152,no,no,cellular,1,oct,161,1,92,6,failure,0
39409,39,management,married,tertiary,no,622,no,no,cellular,22,may,181,2,184,1,failure,0
8178,37,services,married,secondary,no,580,yes,no,unknown,2,jun,469,2,-1,0,unknown,0
1462,46,admin.,married,secondary,no,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,0
35705,39,management,divorced,tertiary,no,299,yes,no,cellular,8,may,40,2,-1,0,unknown,0
39732,29,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,0
19328,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,1
41296,42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,unknown,1
23851,37,management,married,tertiary,no,5,no,no,cellular,29,aug,36,2,-1,0,unknown,0
31177,29,management,single,tertiary,no,1275,yes,yes,cellular,27,feb,45,1,-1,0,unknown,0
22100,53,blue-collar,married,unknown,no,0,no,no,cellular,21,aug,150,2,-1,0,unknown,0
6557,38,blue-collar,single,primary,no,199,yes,no,unknown,27,may,268,4,-1,0,unknown,0
19623,37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,unknown,0
4565,30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,0
38643,33,management,married,secondary,no,1423,yes,no,cellular,15,may,333,2,364,3,failure,0
8516,37,management,married,secondary,no,341,no,no,unknown,3,jun,120,2,-1,0,unknown,0
27768,34,admin.,married,secondary,no,260,no,no,cellular,28,jan,50,1,-1,0,unknown,0
29122,34,blue-collar,married,primary,no,1873,yes,no,cellular,2,feb,192,1,-1,0,unknown,0
11532,35,technician,single,secondary,no,23,yes,no,unknown,19,jun,113,2,-1,0,unknown,0
16930,51,admin.,divorced,secondary,no,74,yes,no,cellular,25,jul,79,2,-1,0,unknown,0
11055,45,management,married,tertiary,no,3329,no,no,unknown,17,jun,311,2,-1,0,unknown,0
4377,49,services,single,secondary,no,459,yes,no,unknown,19,may,58,10,-1,0,unknown,0
37489,34,blue-collar,married,secondary,no,113,yes,no,cellular,13,may,16,2,-1,0,unknown,0
16401,36,unemployed,married,tertiary,no,73,no,no,cellular,23,jul,172,2,-1,0,unknown,0
5248,33,blue-collar,married,secondary,no,25,yes,no,unknown,23,may,3,3,-1,0,unknown,0
35242,40,entrepreneur,married,tertiary,no,-164,no,no,cellular,7,may,87,1,-1,0,unknown,0
12047,39,blue-collar,married,secondary,no,281,no,no,unknown,20,jun,78,7,-1,0,unknown,0
24230,39,admin.,married,secondary,no,2598,no,no,cellular,17,nov,123,1,-1,0,unknown,0
26867,46,blue-collar,married,primary,no,676,yes,no,cellular,20,nov,825,6,174,4,failure,0
10390,54,blue-collar,married,secondary,no,734,no,yes,unknown,12,jun,124,1,-1,0,unknown,0
26537,32,blue-collar,married,primary,no,12705,yes,no,cellular,20,nov,211,1,-1,0,unknown,0
16004,37,admin.,married,secondary,no,121,no,no,cellular,22,jul,22,6,-1,0,unknown,0
40178,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown,1
8380,46,technician,married,secondary,no,231,yes,no,unknown,3,jun,117,1,-1,0,unknown,0
1627,34,services,married,secondary,no,627,yes,no,unknown,9,may,117,9,-1,0,unknown,0
18364,42,management,divorced,tertiary,no,580,yes,no,cellular,31,jul,216,2,-1,0,unknown,0
25129,31,admin.,married,secondary,no,113,yes,no,cellular,18,nov,474,3,-1,0,unknown,0
15777,50,blue-collar,divorced,primary,no,-19,yes,no,cellular,21,jul,407,11,-1,0,unknown,0
26714,54,management,married,tertiary,no,1502,no,no,cellular,20,nov,43,3,-1,0,unknown,0
24050,31,entrepreneur,married,tertiary,no,79,yes,no,unknown,18,oct,558,1,-1,0,unknown,0
18155,58,blue-collar,married,primary,no,128,yes,no,telephone,30,jul,49,5,-1,0,unknown,0
29305,38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,failure,0
9888,47,admin.,married,secondary,no,533,no,yes,unknown,9,jun,128,1,-1,0,unknown,0
33413,34,management,divorced,tertiary,no,471,no,no,cellular,20,apr,247,1,332,4,failure,0
43620,64,management,married,unknown,no,2352,no,no,cellular,4,may,153,2,182,11,success,1
19571,46,retired,married,secondary,no,23,yes,yes,cellular,7,aug,122,2,-1,0,unknown,0
37566,45,blue-collar,single,secondary,yes,0,yes,no,cellular,14,may,17,7,287,13,other,0
33633,46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,0
8635,36,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71,2,-1,0,unknown,0
13219,43,services,married,secondary,no,-392,no,yes,cellular,8,jul,185,1,-1,0,unknown,0
3928,40,services,single,secondary,no,-61,yes,yes,unknown,16,may,698,9,-1,0,unknown,0
26841,51,admin.,married,secondary,no,4178,yes,no,cellular,20,nov,167,4,174,1,failure,0
42331,62,management,married,tertiary,no,10373,no,no,cellular,17,nov,140,3,97,3,failure,0
22115,58,management,married,tertiary,no,287,yes,no,cellular,21,aug,676,8,-1,0,unknown,0
32297,49,services,married,secondary,no,2416,yes,no,cellular,16,apr,1366,1,-1,0,unknown,1
39763,49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,1
40254,32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,1
37230,32,blue-collar,single,secondary,no,322,yes,no,cellular,13,may,233,3,-1,0,unknown,0
37351,36,services,married,tertiary,no,702,yes,no,cellular,13,may,52,4,-1,0,unknown,0
33841,55,services,married,secondary,no,1989,no,no,cellular,28,apr,139,2,-1,0,unknown,0
32624,39,blue-collar,married,primary,no,394,yes,no,cellular,17,apr,981,2,-1,0,unknown,0
26869,53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,0
27018,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,1
28971,37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,0
40092,34,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown,0
21416,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,1
26560,33,blue-collar,married,secondary,no,53,no,no,cellular,20,nov,113,1,-1,0,unknown,0
23579,37,management,married,secondary,no,859,no,no,cellular,28,aug,246,15,-1,0,unknown,0
12680,30,services,married,secondary,no,137,no,no,cellular,4,jul,407,1,-1,0,unknown,0
12357,34,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,75,5,-1,0,unknown,0
3331,45,services,married,secondary,no,9077,yes,no,unknown,15,may,139,1,-1,0,unknown,0
24520,38,admin.,married,unknown,no,4583,yes,no,cellular,17,nov,191,2,-1,0,unknown,0
19285,48,management,divorced,tertiary,no,249,no,no,cellular,6,aug,293,6,-1,0,unknown,0
44794,35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,1
43129,70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,1
27979,29,technician,single,secondary,no,0,no,no,cellular,28,jan,296,1,-1,0,unknown,0
16174,59,services,married,secondary,no,292,no,yes,cellular,22,jul,246,4,-1,0,unknown,0
7046,45,services,single,secondary,no,1377,yes,no,unknown,28,may,171,5,-1,0,unknown,0
31755,54,blue-collar,married,secondary,no,5521,yes,no,cellular,7,apr,581,2,-1,0,unknown,0
21601,31,management,single,tertiary,no,-446,no,no,cellular,19,aug,156,4,-1,0,unknown,0
13444,40,management,single,tertiary,no,1247,yes,no,cellular,9,jul,157,1,-1,0,unknown,0
26565,31,technician,married,secondary,no,3706,yes,no,cellular,20,nov,129,1,-1,0,unknown,0
726,60,retired,married,primary,no,364,yes,no,unknown,6,may,631,2,-1,0,unknown,0
8673,41,management,single,tertiary,no,256,yes,no,unknown,3,jun,140,6,-1,0,unknown,0
7044,55,services,divorced,secondary,no,2166,yes,no,unknown,28,may,23,17,-1,0,unknown,0
39601,59,management,married,tertiary,no,1831,no,no,cellular,26,may,245,2,98,2,failure,0
41324,34,technician,single,secondary,no,2583,no,no,cellular,28,aug,64,1,95,2,failure,0
14109,34,blue-collar,married,secondary,no,406,no,yes,cellular,11,jul,113,2,-1,0,unknown,0
12966,50,entrepreneur,divorced,tertiary,no,223,no,no,cellular,7,jul,264,5,-1,0,unknown,0
14755,37,services,single,secondary,no,459,no,no,telephone,16,jul,61,14,-1,0,unknown,0
2501,50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,0
31389,41,admin.,married,secondary,no,158,yes,no,cellular,24,mar,115,2,-1,0,unknown,0
33719,31,management,single,tertiary,no,354,no,no,cellular,21,apr,242,2,-1,0,unknown,1
43343,27,management,single,tertiary,no,6791,no,no,telephone,22,mar,174,2,229,28,success,0
7631,49,admin.,married,secondary,no,-209,no,no,unknown,30,may,171,1,-1,0,unknown,0
8769,26,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,0
40949,45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,1
40784,45,management,married,tertiary,no,3857,yes,no,cellular,11,aug,425,2,190,1,failure,0
35655,53,technician,married,tertiary,no,7,no,yes,cellular,8,may,57,1,368,1,failure,0
14328,45,blue-collar,single,secondary,no,91,no,yes,cellular,14,jul,55,2,-1,0,unknown,0
43075,59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,1
44959,32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,1
8048,33,technician,single,secondary,no,374,yes,yes,unknown,2,jun,185,1,-1,0,unknown,0
37639,40,services,married,secondary,no,438,yes,no,telephone,14,may,276,1,-1,0,unknown,0
17272,60,retired,married,secondary,no,3570,no,no,telephone,28,jul,112,2,-1,0,unknown,0
28317,45,blue-collar,married,primary,no,789,no,yes,cellular,29,jan,79,1,-1,0,unknown,0
26389,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,0
40382,71,retired,married,secondary,no,1998,no,no,cellular,23,jun,201,1,-1,0,unknown,0
7549,33,blue-collar,married,secondary,no,-338,yes,no,unknown,30,may,91,9,-1,0,unknown,0
33758,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,1
880,38,admin.,married,secondary,no,8,yes,no,unknown,7,may,125,1,-1,0,unknown,0
33011,36,blue-collar,married,secondary,no,928,no,no,cellular,17,apr,224,3,-1,0,unknown,0
31850,29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,1
22082,47,management,married,tertiary,no,1224,no,no,cellular,21,aug,189,2,-1,0,unknown,0
30026,35,blue-collar,divorced,primary,no,21,yes,no,cellular,4,feb,166,2,-1,0,unknown,0
110,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown,0
27285,32,management,single,tertiary,no,1613,no,no,cellular,21,nov,24,5,-1,0,unknown,0
38656,32,blue-collar,single,secondary,no,574,yes,no,cellular,15,may,51,4,-1,0,unknown,0
10644,58,entrepreneur,married,secondary,no,2,no,no,unknown,16,jun,684,1,-1,0,unknown,0
32890,39,technician,married,secondary,no,625,yes,no,cellular,17,apr,185,1,317,2,failure,0
41829,30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,1
34318,39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,1
43529,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,unknown,1
36299,33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,failure,0
27937,33,management,single,tertiary,no,215,yes,no,cellular,28,jan,144,1,-1,0,unknown,0
14199,36,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,0
32144,61,management,married,tertiary,no,0,yes,no,cellular,15,apr,114,1,-1,0,unknown,0
40983,23,student,single,secondary,no,431,no,no,cellular,13,aug,496,2,-1,0,unknown,1
21483,48,blue-collar,married,secondary,no,2214,no,no,cellular,19,aug,607,7,-1,0,unknown,0
25404,34,management,married,tertiary,no,577,yes,no,cellular,18,nov,80,1,-1,0,unknown,0
37730,45,blue-collar,married,primary,no,345,yes,no,telephone,14,may,289,3,-1,0,unknown,0
34806,34,admin.,divorced,secondary,no,0,yes,no,cellular,6,may,153,1,-1,0,unknown,0
39016,30,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546,1,-1,0,unknown,0
6863,36,management,married,tertiary,no,428,no,no,unknown,28,may,121,1,-1,0,unknown,0
27736,29,management,married,tertiary,no,805,no,no,cellular,28,jan,70,1,-1,0,unknown,0
25927,35,admin.,married,secondary,no,3187,yes,no,cellular,19,nov,171,2,183,1,failure,0
16844,49,housemaid,married,primary,no,0,yes,no,cellular,25,jul,42,3,-1,0,unknown,0
5717,39,blue-collar,married,primary,no,259,yes,no,unknown,26,may,168,1,-1,0,unknown,0
44353,35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,1
19670,46,technician,divorced,secondary,no,-824,yes,no,cellular,7,aug,429,3,-1,0,unknown,1
10128,43,management,married,tertiary,no,5523,no,no,unknown,11,jun,78,1,-1,0,unknown,0
